,AGE,CHILD_TOTAL,DEPENDANTS,OWN_AUTO,PERSONAL_INCOME,TOTAL_LOANS,CLOSED_LOANS,WORK_YEARS,GENDER,MARITAL_STATUS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,TARGET
3188,27,2,2,0,8000.0,1,1.0,8.0,1,Состою в браке,1,0,1,0.0
3189,53,2,0,0,20000.0,1,0.0,5.0,1,Состою в браке,1,0,1,0.0
3190,61,0,0,0,4000.0,2,2.0,0.0,1,Состою в браке,0,1,1,0.0
3192,60,1,0,0,14000.0,1,0.0,40.0,1,Состою в браке,1,1,0,0.0
3193,40,1,1,0,12000.0,1,0.0,3.0,1,Состою в браке,1,0,0,0.0
3194,54,0,0,0,7500.0,1,0.0,0.0,1,Не состоял в браке,0,1,1,0.0
3195,43,0,0,0,11000.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
3196,61,1,0,0,4000.0,2,2.0,0.0,1,Разведен(а),0,1,1,0.0
3198,26,1,1,0,8800.0,1,1.0,0.0,0,Состою в браке,1,0,0,0.0
3199,25,1,1,0,15000.0,2,2.0,0.0,0,Состою в браке,1,0,0,0.0
3201,41,0,0,0,9500.0,1,0.0,4.0,1,Не состоял в браке,1,0,1,0.0
3202,30,2,2,0,10000.0,1,0.0,0.0,1,Состою в браке,1,0,1,0.0
3203,43,1,1,0,15000.0,2,2.0,1.0,1,Состою в браке,1,0,0,0.0
3205,28,1,1,0,15000.0,2,1.0,2.0,1,Состою в браке,1,0,1,0.0
3207,42,1,0,0,10000.0,1,0.0,0.0,1,Не состоял в браке,0,1,1,0.0
3208,41,2,2,0,15000.0,1,1.0,2.0,0,Состою в браке,1,0,0,0.0
3209,26,0,0,0,15000.0,2,2.0,4.0,0,Состою в браке,1,0,1,0.0
3211,38,2,2,0,21000.0,2,1.0,2.0,1,Состою в браке,1,0,1,0.0
3213,38,1,1,0,23000.0,2,1.0,1.0,1,Не состоял в браке,1,0,1,0.0
3215,57,0,0,0,13000.0,3,2.0,8.0,1,Состою в браке,1,0,0,0.0
3218,41,2,2,0,5000.0,1,1.0,19.0,1,Состою в браке,1,0,0,0.0
3219,43,2,2,0,15000.0,2,2.0,19.0,0,Состою в браке,1,0,1,0.0
3221,22,0,0,0,7000.0,1,0.0,3.0,0,Не состоял в браке,1,0,0,0.0
3222,39,2,0,0,9500.0,1,0.0,2.0,1,Состою в браке,1,0,0,0.0
3223,56,1,1,0,14500.0,3,2.0,7.0,1,Не состоял в браке,1,0,1,0.0
3226,23,0,0,0,4300.0,1,1.0,4.0,1,Не состоял в браке,1,0,0,0.0
3227,50,0,0,0,8000.0,1,0.0,0.0,1,Вдовец/Вдова,0,1,0,0.0
3228,30,1,1,0,6000.0,1,1.0,8.0,1,Состою в браке,1,0,0,0.0
3229,39,0,0,0,9500.0,1,0.0,4.0,1,Вдовец/Вдова,1,0,1,0.0
3230,36,1,1,0,14000.0,1,0.0,7.0,1,Не состоял в браке,1,0,0,0.0
3231,35,2,2,0,12000.0,2,2.0,10.0,1,Состою в браке,1,0,0,1.0
3233,33,2,2,0,8000.0,1,1.0,5.0,1,Состою в браке,1,0,1,0.0
3234,34,1,1,0,10000.0,1,0.0,3.0,0,Состою в браке,1,0,0,0.0
3235,49,0,0,1,7000.0,1,1.0,14.0,1,Состою в браке,1,0,0,0.0
3236,32,1,1,0,10000.0,1,1.0,1.0,1,Разведен(а),1,0,1,0.0
3237,24,1,1,0,7000.0,1,1.0,4.0,0,Состою в браке,1,0,0,0.0
3238,46,1,0,0,11000.0,1,0.0,5.0,1,Не состоял в браке,1,0,1,0.0
3239,53,2,0,0,11000.0,1,0.0,3.0,1,Не состоял в браке,1,0,1,0.0
3240,44,2,1,0,9300.0,1,0.0,1.0,1,Разведен(а),1,0,0,0.0
3241,40,1,1,0,12000.0,1,0.0,0.0,1,Состою в браке,1,0,1,1.0
3242,29,0,0,0,8000.0,1,0.0,0.0,1,Не состоял в браке,1,0,0,0.0
3243,49,2,2,1,30000.0,4,3.0,16.0,0,Состою в браке,1,0,0,0.0
3247,24,1,1,0,14000.0,1,0.0,2.0,1,Состою в браке,1,0,0,1.0
3248,51,2,0,0,9000.0,1,0.0,17.0,1,Состою в браке,1,0,0,0.0
3249,23,0,0,0,8500.0,1,0.0,0.0,0,Не состоял в браке,1,0,0,0.0
3250,39,0,0,1,15000.0,1,0.0,1.0,1,Состою в браке,1,0,0,1.0
3251,59,0,0,0,18000.0,3,3.0,19.0,1,Не состоял в браке,1,1,1,0.0
3254,24,0,0,1,10000.0,1,0.0,3.0,0,Не состоял в браке,1,0,0,0.0
3255,37,1,1,0,15000.0,1,0.0,10.0,0,Состою в браке,1,0,1,1.0
3256,22,0,0,0,4000.0,1,1.0,0.0,1,Не состоял в браке,1,0,0,0.0
3257,58,5,0,0,6900.0,1,0.0,4.0,1,Состою в браке,1,1,0,0.0
3258,23,1,1,0,10000.0,1,1.0,0.0,1,Состою в браке,1,0,1,0.0
3259,46,1,1,0,15000.0,1,0.0,20.0,1,Не состоял в браке,1,0,0,0.0
3260,35,2,2,0,6000.0,1,0.0,5.0,0,Состою в браке,1,0,0,0.0
3261,51,0,0,0,14000.0,1,0.0,20.0,1,Состою в браке,1,0,0,0.0
3262,33,0,0,1,13000.0,1,1.0,5.0,0,Не состоял в браке,1,0,1,0.0
3263,58,2,0,0,15000.0,2,2.0,9.0,1,Не состоял в браке,1,1,0,0.0
3265,59,0,0,0,5500.0,2,1.0,0.0,1,Состою в браке,0,1,0,0.0
3267,41,0,0,0,11000.0,1,0.0,21.0,1,Не состоял в браке,1,0,0,0.0
3268,34,2,2,0,10000.0,2,2.0,10.0,1,Состою в браке,1,0,0,0.0
3270,43,2,1,0,8000.0,2,1.0,7.0,1,Не состоял в браке,1,0,1,0.0
3272,39,2,2,0,12000.0,1,0.0,19.0,1,Состою в браке,1,0,1,0.0
3273,42,2,2,0,15000.0,2,2.0,15.0,1,Состою в браке,1,0,0,0.0
3275,44,2,1,0,15000.0,1,0.0,4.0,1,Состою в браке,1,0,0,0.0
3276,31,1,1,1,12000.0,4,3.0,10.0,0,Состою в браке,1,0,0,0.0
3280,22,0,0,0,12000.0,1,1.0,0.0,1,Не состоял в браке,1,0,0,0.0
3281,50,0,0,0,18000.0,2,2.0,3.0,1,Состою в браке,1,0,0,0.0
3283,48,1,1,0,9000.0,2,2.0,0.0,1,Не состоял в браке,1,0,0,1.0
3285,60,0,0,0,10000.0,2,2.0,5.0,1,Состою в браке,1,1,1,0.0
3287,38,1,1,1,20000.0,1,0.0,3.0,1,Состою в браке,1,0,0,0.0
3288,63,2,0,0,6500.0,1,0.0,0.0,1,Вдовец/Вдова,0,1,0,0.0
3289,28,1,1,0,7000.0,1,0.0,7.0,1,Разведен(а),1,0,1,0.0
3290,28,1,1,0,30000.0,1,1.0,2.0,0,Состою в браке,1,0,1,0.0
3291,38,2,2,0,7000.0,1,1.0,10.0,1,Состою в браке,1,0,1,0.0
3292,23,1,1,0,16000.0,1,1.0,0.0,1,Не состоял в браке,1,0,0,0.0
3293,25,1,1,0,15000.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
3294,35,0,0,0,15000.0,1,0.0,1.0,0,Не состоял в браке,1,0,0,0.0
3295,28,0,0,1,15000.0,1,0.0,2.0,0,Состою в браке,1,0,0,0.0
3296,48,3,0,1,15000.0,1,0.0,3.0,0,Состою в браке,1,0,0,0.0
3297,52,2,0,0,7000.0,1,0.0,5.0,0,Состою в браке,1,1,0,1.0
3298,32,4,4,0,12000.0,3,2.0,10.0,0,Состою в браке,1,0,1,1.0
3301,63,1,0,0,6000.0,1,1.0,0.0,1,Вдовец/Вдова,0,1,0,1.0
3302,52,1,1,0,7000.0,1,0.0,6.0,1,Не состоял в браке,1,1,0,0.0
3303,38,1,1,0,8000.0,2,1.0,3.0,1,Состою в браке,1,0,1,0.0
3305,53,0,0,0,12000.0,3,3.0,10.0,1,Не состоял в браке,1,0,1,0.0
3308,56,0,0,0,8000.0,1,1.0,0.0,1,Разведен(а),0,1,0,0.0
3309,36,1,2,1,20000.0,2,1.0,3.0,0,Состою в браке,1,0,0,0.0
3311,21,0,0,0,10000.0,1,0.0,0.0,0,Не состоял в браке,1,0,0,0.0
3312,26,1,1,0,7000.0,2,2.0,1.0,1,Состою в браке,1,0,0,0.0
3314,25,0,0,1,20000.0,1,0.0,4.0,0,Не состоял в браке,1,0,0,1.0
3315,62,1,0,0,15000.0,2,1.0,2.0,1,Не состоял в браке,1,1,1,0.0
3317,49,3,0,0,12000.0,1,0.0,5.0,0,Состою в браке,1,0,1,0.0
3318,32,1,1,0,10000.0,1,0.0,0.0,1,Не состоял в браке,1,0,0,0.0
3319,23,0,0,0,5000.0,1,0.0,1.0,1,Не состоял в браке,1,0,0,0.0
3320,45,4,1,0,25000.0,2,1.0,5.0,0,Состою в браке,1,0,0,0.0
3322,45,2,2,0,5000.0,1,0.0,5.0,1,Состою в браке,1,0,0,0.0
3323,49,0,0,0,48000.0,1,0.0,2.0,0,Состою в браке,1,0,0,1.0
3324,44,0,0,0,40000.0,1,0.0,3.0,0,Состою в браке,1,0,0,0.0
3325,33,0,0,0,9000.0,3,2.0,2.0,1,Не состоял в браке,1,0,1,0.0
3328,25,1,1,0,17000.0,1,0.0,5.0,0,Гражданский брак,1,0,1,0.0
3329,52,0,0,0,8000.0,1,0.0,0.0,1,Не состоял в браке,0,1,0,0.0
3330,36,1,1,0,10000.0,1,1.0,2.0,1,Не состоял в браке,1,0,0,1.0
3331,34,1,1,0,9000.0,1,0.0,12.0,1,Гражданский брак,1,0,0,0.0
3332,28,1,1,0,14000.0,1,0.0,3.0,0,Состою в браке,1,0,0,0.0
3333,48,0,0,1,10000.0,1,0.0,0.0,1,Состою в браке,0,1,0,0.0
3334,57,0,0,0,25000.0,1,0.0,4.0,1,Разведен(а),1,0,1,0.0
3335,46,1,0,0,20000.0,1,0.0,20.0,1,Состою в браке,1,0,0,0.0
3336,30,2,2,0,8000.0,1,0.0,9.0,1,Состою в браке,1,0,0,0.0
3337,48,2,0,0,11000.0,1,0.0,17.0,1,Не состоял в браке,1,0,0,0.0
3338,29,1,1,0,8000.0,1,1.0,3.0,1,Состою в браке,1,0,0,0.0
3339,58,0,0,0,12000.0,1,1.0,1.0,0,Состою в браке,1,0,0,0.0
3340,26,0,0,1,25000.0,1,0.0,3.0,0,Не состоял в браке,1,0,0,0.0
3341,34,1,1,0,6000.0,1,1.0,5.0,1,Состою в браке,1,0,0,0.0
3342,57,1,0,0,7000.0,4,3.0,0.0,1,Не состоял в браке,0,1,1,0.0
3346,37,2,2,0,42500.0,1,0.0,3.0,0,Состою в браке,1,0,1,1.0
3347,47,1,0,0,5000.0,1,0.0,5.0,1,Вдовец/Вдова,1,0,1,0.0
3348,53,1,1,0,8900.0,4,3.0,21.0,1,Состою в браке,1,0,0,0.0
3352,24,1,1,0,10000.0,1,0.0,2.0,1,Не состоял в браке,1,0,0,0.0
3353,24,0,0,0,15000.0,1,1.0,2.0,1,Не состоял в браке,1,0,0,0.0
3354,65,0,0,0,5600.0,1,1.0,0.0,0,Состою в браке,0,1,0,0.0
3355,53,2,0,0,250000.0,1,0.0,8.0,0,Состою в браке,1,0,0,0.0
3356,51,2,0,0,8500.0,1,1.0,0.0,1,Состою в браке,0,1,0,0.0
3357,50,0,0,0,8100.0,1,0.0,2.0,1,Вдовец/Вдова,1,0,0,0.0
3358,53,3,0,1,17000.0,1,0.0,5.0,0,Разведен(а),1,0,0,0.0
3359,58,1,0,0,5000.0,2,1.0,0.0,0,Состою в браке,0,1,1,0.0
3361,51,0,0,0,8600.0,1,1.0,0.0,0,Гражданский брак,0,1,0,0.0
3362,40,2,2,0,20000.0,3,1.0,10.0,1,Состою в браке,1,0,0,0.0
3365,52,0,0,0,2000.0,1,0.0,6.0,0,Состою в браке,1,0,0,0.0
3366,33,2,2,0,7000.0,1,1.0,3.0,1,Состою в браке,1,0,0,0.0
3367,37,3,3,0,20000.0,3,3.0,7.0,0,Состою в браке,1,0,1,0.0
3370,44,1,0,0,4300.0,1,1.0,6.0,1,Состою в браке,1,0,0,0.0
3371,40,2,2,0,5300.0,1,0.0,8.0,1,Состою в браке,1,0,0,0.0
3372,52,0,0,0,7000.0,2,2.0,7.0,1,Состою в браке,1,0,0,0.0
3374,32,1,1,0,8000.0,3,3.0,0.0,1,Не состоял в браке,1,0,1,0.0
3377,55,2,0,0,15000.0,1,0.0,3.0,0,Состою в браке,1,0,1,0.0
3378,42,3,2,0,12000.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
3379,53,1,0,0,8000.0,2,1.0,30.0,1,Состою в браке,1,0,1,0.0
3381,26,0,0,0,20000.0,1,1.0,4.0,0,Не состоял в браке,1,0,0,0.0
3382,30,2,2,0,14000.0,1,0.0,0.0,1,Разведен(а),1,0,0,1.0
3383,57,0,0,0,9500.0,1,0.0,0.0,1,Состою в браке,0,1,0,0.0
3384,64,2,0,0,6000.0,1,0.0,0.0,0,Состою в браке,0,1,0,0.0
3385,56,0,0,0,15000.0,1,1.0,25.0,1,Состою в браке,1,0,0,0.0
3386,37,2,2,0,35000.0,1,0.0,3.0,1,Состою в браке,1,0,0,0.0
3387,38,1,1,1,24000.0,2,1.0,13.0,0,Состою в браке,1,0,1,0.0
3389,55,0,0,0,6000.0,1,0.0,0.0,1,Состою в браке,0,1,0,0.0
3390,46,0,0,0,14000.0,1,1.0,1.0,0,Состою в браке,1,0,0,0.0
3391,30,2,2,0,18000.0,3,2.0,0.0,1,Состою в браке,1,0,1,1.0
3394,33,1,1,0,25000.0,2,2.0,3.0,0,Состою в браке,1,0,0,0.0
3396,41,1,1,0,5000.0,2,2.0,1.0,1,Состою в браке,1,0,0,0.0
3398,27,0,0,0,13000.0,2,2.0,7.0,0,Состою в браке,1,0,0,0.0
3400,49,2,0,0,10000.0,1,0.0,2.0,1,Состою в браке,1,0,0,0.0
3401,24,0,0,0,12000.0,2,2.0,2.0,1,Не состоял в браке,1,0,0,1.0
3403,31,1,1,0,19000.0,1,0.0,4.0,1,Состою в браке,1,0,1,1.0
3404,42,0,0,0,6500.0,1,0.0,3.0,1,Состою в браке,1,0,1,1.0
3405,61,2,0,0,9000.0,1,0.0,0.0,0,Состою в браке,0,1,0,0.0
3406,48,0,0,0,7000.0,1,1.0,3.0,1,Состою в браке,1,0,0,0.0
3407,31,2,2,0,19000.0,1,1.0,9.0,0,Состою в браке,1,0,1,0.0
3408,33,1,1,0,30000.0,1,1.0,10.0,0,Состою в браке,1,0,0,0.0
3409,25,1,1,1,22000.0,1,1.0,6.0,1,Состою в браке,1,0,0,0.0
3410,34,2,2,0,5000.0,1,1.0,1.0,1,Состою в браке,1,0,0,0.0
3411,49,1,0,0,9800.0,1,0.0,20.0,0,Состою в браке,1,0,1,0.0
3412,30,1,1,0,5000.0,1,0.0,3.0,1,Состою в браке,1,0,0,1.0
3413,52,0,0,0,6000.0,1,1.0,8.0,1,Состою в браке,1,0,1,0.0
3414,52,1,0,0,13000.0,3,2.0,5.0,1,Вдовец/Вдова,1,0,1,0.0
3417,22,1,1,0,6000.0,1,0.0,4.0,1,Не состоял в браке,1,0,0,0.0
3418,59,1,0,0,25000.0,1,0.0,30.0,1,Состою в браке,1,0,1,0.0
3419,64,0,0,0,8300.0,1,0.0,0.0,0,Состою в браке,0,1,1,0.0
3420,48,2,0,0,9000.0,1,1.0,5.0,1,Состою в браке,1,0,0,0.0
3421,59,2,0,0,9000.0,3,2.0,4.0,1,Состою в браке,1,1,0,0.0
3424,30,0,0,0,27000.0,1,0.0,1.0,1,Состою в браке,1,0,1,1.0
3425,37,0,0,1,4000.0,3,3.0,0.0,1,Состою в браке,0,1,0,0.0
3428,43,1,1,0,7000.0,1,0.0,8.0,1,Состою в браке,1,0,0,0.0
3429,58,0,0,0,6000.0,4,4.0,11.0,1,Вдовец/Вдова,1,1,1,0.0
3433,32,2,0,0,10000.0,1,0.0,4.0,1,Состою в браке,1,0,0,0.0
3434,27,1,1,0,7000.0,1,1.0,0.0,0,Состою в браке,1,0,0,0.0
3435,61,2,0,0,7000.0,1,0.0,0.0,1,Не состоял в браке,0,1,0,0.0
3436,53,0,0,0,11000.0,1,0.0,7.0,1,Не состоял в браке,1,0,0,0.0
3437,32,1,0,0,10000.0,1,0.0,5.0,1,Состою в браке,1,0,1,0.0
3438,25,0,0,0,8000.0,1,0.0,3.0,0,Не состоял в браке,1,0,0,0.0
3439,53,0,0,0,7800.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
3440,23,0,0,0,13000.0,1,0.0,0.0,0,Не состоял в браке,1,0,0,0.0
3441,44,0,0,0,9000.0,1,0.0,5.0,1,Не состоял в браке,1,0,0,0.0
3442,44,1,0,0,12500.0,1,0.0,2.0,1,Состою в браке,1,0,0,0.0
3443,38,1,1,0,9000.0,2,2.0,6.0,1,Разведен(а),1,0,1,0.0
3445,57,3,0,0,12000.0,1,0.0,0.0,0,Разведен(а),1,0,0,0.0
3446,39,3,2,0,5000.0,1,1.0,10.0,1,Состою в браке,1,0,0,0.0
3447,51,1,0,0,10000.0,2,1.0,5.0,1,Состою в браке,1,0,0,0.0
3449,62,2,0,0,7000.0,1,1.0,0.0,1,Состою в браке,0,1,1,0.0
3450,56,0,0,0,15000.0,3,2.0,6.0,1,Гражданский брак,1,1,0,0.0
3453,22,0,0,0,12000.0,2,1.0,4.0,1,Не состоял в браке,1,0,0,0.0
3455,50,0,0,0,10000.0,1,1.0,10.0,1,Состою в браке,1,0,1,0.0
3456,34,3,3,1,45000.0,1,1.0,11.0,0,Состою в браке,1,0,0,0.0
3457,23,0,0,0,13500.0,1,1.0,0.0,0,Не состоял в браке,1,0,0,1.0
3458,41,2,2,0,23000.0,1,0.0,6.0,1,Состою в браке,1,0,1,0.0
3459,24,0,0,0,10000.0,1,1.0,0.0,1,Не состоял в браке,1,0,0,0.0
3460,35,2,2,0,8000.0,1,0.0,1.0,1,Состою в браке,1,0,1,0.0
3461,23,0,0,0,5000.0,1,0.0,1.0,1,Не состоял в браке,1,0,0,0.0
3462,39,1,1,0,20000.0,1,0.0,4.0,0,Состою в браке,1,0,0,0.0
3463,36,2,2,0,18000.0,1,0.0,1.0,1,Состою в браке,1,0,0,0.0
3464,23,2,2,0,7000.0,1,0.0,1.0,1,Состою в браке,1,0,0,0.0
3465,51,2,0,0,8000.0,2,1.0,6.0,1,Не состоял в браке,1,0,0,0.0
3467,32,2,2,0,15000.0,1,0.0,6.0,1,Состою в браке,1,0,0,0.0
3468,28,0,0,0,15000.0,1,1.0,2.0,0,Не состоял в браке,1,0,1,1.0
3469,39,1,1,0,4500.0,2,2.0,14.0,1,Не состоял в браке,1,0,0,0.0
3471,37,0,0,0,9700.0,1,0.0,15.0,1,Разведен(а),1,0,0,0.0
3472,35,0,0,0,12000.0,1,0.0,3.0,1,Состою в браке,1,0,1,0.0
3473,64,2,2,0,8300.0,1,0.0,0.0,0,Состою в браке,0,1,0,0.0
3474,63,1,0,0,14000.0,2,2.0,3.0,1,Состою в браке,1,1,0,0.0
3476,50,2,0,0,15000.0,4,3.0,5.0,1,Гражданский брак,1,0,0,0.0
3480,38,1,2,0,14000.0,8,7.0,10.0,0,Состою в браке,1,0,0,0.0
3488,47,0,0,0,8000.0,1,0.0,1.0,1,Состою в браке,1,0,0,0.0
3489,27,1,2,0,12000.0,1,1.0,2.0,1,Состою в браке,1,0,0,0.0
3490,37,1,1,0,10000.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
3491,23,0,0,0,15000.0,1,1.0,4.0,1,Не состоял в браке,1,0,0,1.0
3492,25,0,0,0,11000.0,1,1.0,0.0,1,Не состоял в браке,1,0,0,0.0
3493,29,1,1,0,20000.0,1,1.0,7.0,0,Состою в браке,1,0,0,0.0
3494,27,1,2,0,25000.0,1,0.0,0.0,0,Состою в браке,1,0,0,0.0
3495,50,0,0,0,15000.0,1,0.0,2.0,0,Состою в браке,1,0,1,0.0
3496,44,2,1,1,15000.0,1,0.0,0.0,0,Состою в браке,1,0,0,0.0
3497,58,0,0,0,12000.0,2,1.0,0.0,1,Не состоял в браке,1,0,0,0.0
3499,41,0,0,0,32000.0,1,0.0,5.0,1,Состою в браке,1,0,0,0.0
3500,33,1,1,0,6000.0,1,0.0,8.0,1,Состою в браке,1,0,0,0.0
3501,41,2,0,1,15600.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
3502,38,4,4,1,15000.0,1,1.0,10.0,0,Состою в браке,1,0,0,0.0
3503,38,1,1,1,25000.0,1,0.0,2.0,0,Состою в браке,1,0,1,0.0
3504,37,1,1,0,10700.0,1,0.0,5.0,1,Не состоял в браке,1,0,0,0.0
3505,41,2,2,0,7000.0,1,0.0,24.0,1,Состою в браке,1,0,0,1.0
3506,49,1,1,0,15000.0,1,0.0,15.0,1,Разведен(а),1,0,1,1.0
3507,29,1,1,0,25000.0,1,0.0,2.0,0,Состою в браке,1,0,0,0.0
3508,49,2,1,0,7000.0,2,2.0,8.0,1,Состою в браке,1,0,1,0.0
3510,25,0,0,0,8300.0,2,2.0,4.0,0,Не состоял в браке,1,0,0,0.0
3512,24,0,0,0,5000.0,1,1.0,1.0,1,Не состоял в браке,1,0,0,0.0
3513,32,1,1,0,16000.0,1,1.0,2.0,1,Состою в браке,1,0,0,1.0
3514,47,1,0,0,25000.0,2,1.0,17.0,1,Не состоял в браке,1,0,0,1.0
3516,39,0,0,0,20000.0,1,0.0,6.0,1,Не состоял в браке,1,0,0,1.0
3517,36,0,0,0,10000.0,1,1.0,1.0,0,Не состоял в браке,1,0,0,0.0
3518,25,1,1,1,17000.0,1,0.0,3.0,0,Состою в браке,1,0,0,0.0
3519,47,2,0,0,7000.0,1,0.0,6.0,1,Состою в браке,1,0,0,0.0
3520,34,0,0,1,17000.0,1,0.0,4.0,0,Состою в браке,1,0,0,0.0
3521,44,0,0,1,6500.0,2,2.0,22.0,1,Состою в браке,1,0,0,0.0
3523,55,1,0,1,14000.0,1,0.0,8.0,0,Состою в браке,1,1,0,0.0
3524,22,0,0,0,15000.0,1,0.0,2.0,1,Состою в браке,1,0,1,1.0
3525,65,0,0,0,5000.0,1,0.0,0.0,1,Состою в браке,0,1,1,0.0
3526,50,0,0,0,15000.0,1,0.0,2.0,1,Состою в браке,1,0,1,0.0
3527,35,0,0,0,9000.0,1,1.0,8.0,1,Состою в браке,1,0,1,0.0
3528,41,1,1,0,15000.0,2,1.0,1.0,1,Разведен(а),1,0,0,0.0
3530,23,0,0,1,12000.0,1,0.0,3.0,1,Не состоял в браке,1,0,0,0.0
3531,33,1,1,0,8000.0,2,1.0,2.0,1,Состою в браке,1,0,1,0.0
3533,29,0,0,0,23000.0,1,0.0,5.0,0,Состою в браке,1,0,0,0.0
3534,56,1,0,0,8000.0,2,1.0,0.0,1,Вдовец/Вдова,0,1,0,0.0
3536,28,2,2,0,15000.0,1,0.0,4.0,0,Состою в браке,1,0,0,1.0
3537,34,3,3,0,6300.0,2,1.0,4.0,1,Состою в браке,1,0,1,1.0
3539,42,1,1,0,12000.0,1,0.0,15.0,0,Состою в браке,1,0,0,0.0
3540,60,4,0,0,6500.0,3,2.0,0.0,1,Состою в браке,0,1,1,0.0
3543,26,0,0,0,15000.0,1,0.0,1.0,1,Состою в браке,1,0,1,0.0
3544,24,0,0,0,15000.0,1,0.0,0.0,1,Не состоял в браке,1,0,0,1.0
3545,23,0,0,0,23000.0,1,0.0,4.0,0,Не состоял в браке,1,0,0,0.0
3546,25,0,0,0,6300.0,2,2.0,2.0,1,Не состоял в браке,1,0,1,0.0
3548,32,2,2,0,6000.0,2,2.0,0.0,1,Состою в браке,1,0,0,0.0
3550,60,0,0,0,11000.0,1,1.0,40.0,0,Состою в браке,1,0,0,0.0
3551,58,2,0,0,9000.0,1,1.0,0.0,1,Состою в браке,1,1,0,0.0
3552,29,2,2,1,12000.0,7,7.0,3.0,0,Состою в браке,1,0,0,0.0
3559,50,2,0,0,6000.0,1,0.0,14.0,1,Состою в браке,1,0,0,1.0
3560,29,1,1,0,8700.0,1,1.0,6.0,1,Разведен(а),1,0,0,0.0
3561,52,0,0,0,12000.0,1,1.0,15.0,0,Состою в браке,1,0,1,0.0
3562,28,0,0,0,50000.0,1,0.0,1.0,0,Состою в браке,1,0,1,0.0
3563,31,1,1,0,10000.0,2,2.0,3.0,0,Состою в браке,1,0,0,0.0
3565,43,2,2,1,23000.0,1,0.0,14.0,1,Состою в браке,1,0,0,0.0
3566,29,1,1,0,15500.0,4,4.0,2.0,1,Не состоял в браке,1,0,0,1.0
3570,38,1,1,0,38000.0,2,1.0,3.0,1,Не состоял в браке,1,0,1,0.0
3572,41,1,1,0,10000.0,1,0.0,8.0,1,Состою в браке,1,0,0,0.0
3573,52,0,0,0,7000.0,1,0.0,3.0,1,Не состоял в браке,1,0,0,0.0
3574,29,1,1,1,20000.0,1,0.0,6.0,0,Состою в браке,1,0,1,0.0
3575,34,2,2,0,12000.0,1,1.0,4.0,1,Не состоял в браке,1,0,0,1.0
3576,51,0,0,0,10000.0,1,0.0,0.0,1,Не состоял в браке,1,0,0,0.0
3577,30,1,1,0,20000.0,1,1.0,4.0,1,Состою в браке,1,0,0,0.0
3578,60,0,0,0,11000.0,2,2.0,22.0,1,Не состоял в браке,1,0,1,0.0
3580,26,2,2,0,11000.0,3,2.0,2.0,0,Состою в браке,1,0,0,0.0
3583,42,3,1,0,4300.0,1,0.0,17.0,1,Разведен(а),1,0,0,0.0
3584,49,2,0,0,15000.0,2,2.0,30.0,0,Состою в браке,1,0,1,0.0
3586,34,1,1,0,10000.0,3,2.0,4.0,1,Не состоял в браке,1,0,1,0.0
3589,56,2,0,0,8500.0,1,0.0,2.0,1,Состою в браке,1,1,0,0.0
3590,27,0,0,0,20000.0,1,0.0,4.0,1,Состою в браке,1,0,0,1.0
3591,55,2,0,0,7000.0,1,1.0,2.0,1,Разведен(а),1,1,1,0.0
3592,37,2,2,0,15000.0,1,1.0,0.0,1,Состою в браке,1,0,0,0.0
3593,41,1,1,0,20000.0,1,1.0,7.0,0,Состою в браке,1,0,1,0.0
3594,47,2,0,0,8000.0,2,2.0,13.0,1,Разведен(а),1,0,0,0.0
3596,41,1,0,0,8500.0,1,0.0,0.0,1,Состою в браке,0,1,0,0.0
3597,59,0,0,0,9000.0,1,1.0,0.0,1,Не состоял в браке,1,0,0,0.0
3598,28,0,0,0,6000.0,1,0.0,2.0,0,Состою в браке,1,0,0,0.0
3599,28,1,1,0,10000.0,1,1.0,3.0,0,Состою в браке,1,0,1,0.0
3600,41,1,1,0,8000.0,3,2.0,20.0,1,Состою в браке,1,0,1,0.0
3603,61,0,0,0,9000.0,1,0.0,0.0,1,Состою в браке,0,1,0,0.0
3604,45,1,0,0,25000.0,1,1.0,20.0,0,Состою в браке,1,0,0,0.0
3605,26,0,0,0,8200.0,1,1.0,5.0,1,Не состоял в браке,1,0,0,0.0
3606,24,1,1,0,20000.0,1,1.0,3.0,1,Состою в браке,1,0,1,1.0
3607,40,0,0,0,15000.0,1,1.0,10.0,1,Не состоял в браке,1,0,0,0.0
3608,38,0,0,1,35000.0,1,1.0,1.0,0,Состою в браке,1,0,0,0.0
3609,31,2,2,0,10000.0,1,1.0,3.0,1,Разведен(а),1,0,0,0.0
3610,55,2,0,0,9000.0,1,0.0,3.0,1,Состою в браке,1,0,1,0.0
3611,38,1,1,0,50000.0,1,0.0,2.0,0,Состою в браке,1,0,0,0.0
3612,26,0,0,0,15000.0,2,1.0,3.0,1,Не состоял в браке,1,0,0,0.0
3614,30,1,1,1,25000.0,2,1.0,4.0,1,Не состоял в браке,1,0,0,0.0
